seller_id,seller_name,region_id,shop_url,extracted_link
7495046971353631510,POP MART Thailand Online,TH,https://echotik.live/shops/7495046971353631510,https://www.tiktok.com/@popmart.th.shop
8647121921348306174,KY Tech,TH,https://echotik.live/shops/8647121921348306174,https://www.tiktok.com/@kytechth
8647121890967454974,KY Tech,VN,https://echotik.live/shops/8647121890967454974,https://www.tiktok.com/@kytechvn
7495580593572449186,Oxyenergy,MY,https://echotik.live/shops/7495580593572449186,https://www.tiktok.com/@oxyenergy.my
8646921037097371570,BAGSMART Store,TH,https://echotik.live/shops/8646921037097371570,https://www.tiktok.com/@bagsmart.official.th
8646924718044186363,Hottie Diary PH,PH,https://echotik.live/shops/8646924718044186363,https://www.tiktok.com/@hottie.diaryph
8647967201858126919,AZTK Việt Nam,VN,https://echotik.live/shops/8647967201858126919,https://www.tiktok.com/@aztkcosmetic
8646915894628877341,FOCALLURE.PH,PH,https://echotik.live/shops/8646915894628877341,https://www.tiktok.com/@focallure.ph
7494612193784925119,Carslan.VN,VN,https://echotik.live/shops/7494612193784925119,https://www.tiktok.com/@carslan.vn
7494861170306026144,LenovoFamily,TH,https://echotik.live/shops/7494861170306026144,https://www.tiktok.com/@zhibabze8rc
8647792726778677179,MOSESQUEEN,TH,https://echotik.live/shops/8647792726778677179,https://www.tiktok.com/@mosesqueen.th
8646957788389344274,Jisulife-PH,PH,https://echotik.live/shops/8646957788389344274,https://www.tiktok.com/@jisulife.ph
8648972231981762273,UltraPro Mart,PH,https://echotik.live/shops/8648972231981762273,https://www.tiktok.com/@smart.wear8
8648125666396964583,JNN FASHION SHOP,PH,https://echotik.live/shops/8648125666396964583,https://www.tiktok.com/@jnn.fashion0
7494770665865710514,BAGSMART Store,PH,https://echotik.live/shops/7494770665865710514,https://www.tiktok.com/@bagsmart_live.ph
8647364125168010592,GEMTLE MCUSTER,VN,https://echotik.live/shops/8647364125168010592,https://www.tiktok.com/@gemtle_mcuster
8646933103619573633,ninice,PH,https://echotik.live/shops/8646933103619573633,https://www.tiktok.com/@ninice.ph
8647435548330591245,JMCY Cosmetics,PH,https://echotik.live/shops/8647435548330591245,https://www.tiktok.com/@jmcy_philippines
7494935427614345470,KY Tech,PH,https://echotik.live/shops/7494935427614345470,https://www.tiktok.com/@kyschoiceph
8646916166013453917,UgreenOfficialShop,PH,https://echotik.live/shops/8646916166013453917,https://www.tiktok.com/@ugreen.philippines
8647722594608448610,Comfort Room,PH,https://echotik.live/shops/8647722594608448610,https://www.tiktok.com/@comfort.room6
8646915894864938390,SACE LADY COSMETIC PH,PH,https://echotik.live/shops/8646915894864938390,https://www.tiktok.com/@saceladyofficialstore
8647311097761597946,botare,MY,https://echotik.live/shops/8647311097761597946,https://www.tiktok.com/@botare_official_store
8646922165861648455,Florasis Hoa Tây Tử,VN,https://echotik.live/shops/8646922165861648455,https://www.tiktok.com/@florasis.vn
7496055129409227193,VTT Personal Care Shop,MY,https://echotik.live/shops/7496055129409227193,https://www.tiktok.com/@myting70
8648518451194987609,YOUZI,TH,https://echotik.live/shops/8648518451194987609,https://www.tiktok.com/@d2kytsnjkym
7494614692402727082,PINKFLASH.PH,PH,https://echotik.live/shops/7494614692402727082,https://www.tiktok.com/@pinkflash.ph
7495877902792296519,TULANDUT-Woman,VN,https://echotik.live/shops/7495877902792296519,https://www.tiktok.com/@tulandut
7494988586994469351,HQAi,PH,https://echotik.live/shops/7494988586994469351,https://www.tiktok.com/@14056150wjf
8648210141421012438,Hottiediary shaperwear,TH,https://echotik.live/shops/8648210141421012438,https://www.tiktok.com/@hottiediaryth9
8646957776056780437,Earbuds & Earphones,VN,https://echotik.live/shops/8646957776056780437,https://www.tiktok.com/@baojia.vn
7494645450894772829,UgreenOfficialShop,MY,https://echotik.live/shops/7494645450894772829,https://www.tiktok.com/@ugreen.malaysia
7495363412700334865,Makuku Global,PH,https://echotik.live/shops/7495363412700334865,https://www.tiktok.com/@makuku_global
8646923826911741942,CHILLAB THAILAND,TH,https://echotik.live/shops/8646923826911741942,https://www.tiktok.com/@chillab.thailand
8648647179439605512,SHEGLAM Store PH,PH,https://echotik.live/shops/8648647179439605512,https://www.tiktok.com/@sheglam.philippines
8647163392443975188,peng wei feng,TH,https://echotik.live/shops/8647163392443975188,https://www.tiktok.com/@pengweifength
8646915895061481355,O.TWO.O Beauty-PH,PH,https://echotik.live/shops/8646915895061481355,https://www.tiktok.com/@o.two.o.ph.beauty
8646915894432466038,POSE Global,TH,https://echotik.live/shops/8646915894432466038,https://www.tiktok.com/@pose_th
7495379519350410236,YS Bluetooth,TH,https://echotik.live/shops/7495379519350410236,https://www.tiktok.com/@yivn.lenovo.shop
8646928181208254019,SHEEureka-VN-Store,VN,https://echotik.live/shops/8646928181208254019,https://www.tiktok.com/@sheeureka_vn_store
8647174300294808923,NIUMO SHOP-TH,TH,https://echotik.live/shops/8647174300294808923,https://www.tiktok.com/@lmshop.th
